Day_Open,Day_High,Day_Low,Day_Close,Day_SuperTrend,Day_Candle,Day_CandleBody,Day_5EMA,Day_15EMA,Day_20EMA,Day_50EMA,Day_200EMA,Day_RSI,Day_upper_shadow_pr,Day_lower_shadow_pr,Day_Candle_Signal,Day_Date,Day_SwingMin,Day_SwingMax,Datetime,Open,High,Low,Close,Pivot,Candle,CandleBody,5EMA,15EMA,20EMA,50EMA,200EMA,RSI,SuperTrend,upper_shadow_pr,lower_shadow_pr,Candle_Signal,Small_Swing_Min,Small_Swing_Max
17424.9,17489.8,17180.8,17196.7,-1,Red,309.0,17232.34830931924,17430.279576334553,17508.9084725276,17563.890475412423,16379.950444006194,41.27863688263586,80.32178217821584,19.678217821784155,Bearish,2021-12-03,16782.4,18604.4,2021-12-03 05:30:00,17424.9,17489.8,17180.8,17196.7,17289.100000000002,Red,309.0,17232.34830931924,17430.279576334553,17508.9084725276,17563.890475412423,16379.950444006194,41.27863688263586,-1,80.32178217821584,19.678217821784155,Bearish,16782.4,22794.7
17209.1,17216.8,16891.7,16912.2,-1,Red,325.09999999999854,17125.632206212827,17365.519629292736,17452.07909419164,17538.33398618056,16385.24645948872,31.125075417797447,27.30496453900897,72.69503546099104,Bullish,2021-12-06,16782.4,18604.4,2021-12-06 05:30:00,17209.1,17216.8,16891.7,16912.2,17006.899999999998,Red,325.09999999999854,17125.632206212827,17365.519629292736,17452.07909419164,17538.33398618056,16385.24645948872,31.125075417797447,-1,27.30496453900897,72.69503546099104,Bullish,16782.4,22794.7
17044.1,17251.7,16987.8,17176.7,-1,Green,263.90000000000146,17142.654804141886,17341.917175631144,17425.852513792437,17524.152261232306,16393.1216190958,45.95591868206876,57.12109672505744,42.878903274942566,Neutral,2021-12-07,16782.4,18604.4,2021-12-07 05:30:00,17044.1,17251.7,16987.8,17176.7,17138.733333333334,Green,263.90000000000146,17142.654804141886,17341.917175631144,17425.852513792437,17524.152261232306,16393.1216190958,45.95591868206876,-1,57.12109672505744,42.878903274942566,Neutral,16782.4,22794.7
17315.2,17484.6,17308.9,17469.8,-1,Green,175.6999999999971,17251.70320276126,17357.902528677252,17430.037988669348,17522.02080000751,16403.83483681624,57.986033703896,70.14218009478812,29.85781990521188,Bearish,2021-12-08,16782.4,18604.4,2021-12-08 05:30:00,17315.2,17484.6,17308.9,17469.8,17421.100000000002,Green,175.6999999999971,17251.70320276126,17357.902528677252,17430.037988669348,17522.02080000751,16403.83483681624,57.986033703896,-1,70.14218009478812,29.85781990521188,Bearish,16782.4,22794.7
17524.4,17543.2,17379.6,17516.8,-1,Red,163.60000000000218,17340.06880184084,17377.764712592594,17438.301037367506,17521.816062752318,16414.909117046926,59.71172686967619,12.051282051281586,87.94871794871841,Bullish,2021-12-09,16782.4,18604.4,2021-12-09 05:30:00,17524.4,17543.2,17379.6,17516.8,17479.86666666667,Red,163.60000000000218,17340.06880184084,17377.764712592594,17438.301037367506,17521.816062752318,16414.909117046926,59.71172686967619,-1,12.051282051281586,87.94871794871841,Bullish,16782.4,22794.7
17476.1,17534.3,17405.2,17511.3,-1,Green,129.09999999999854,17397.145867893894,17394.45662351852,17445.25331952298,17521.40366813458,16425.818479066358,59.369292108151136,24.494142705005896,75.5058572949941,Bullish,2021-12-10,16782.4,18604.4,2021-12-10 05:30:00,17476.1,17534.3,17405.2,17511.3,17483.600000000002,Green,129.09999999999854,17397.145867893894,17394.45662351852,17445.25331952298,17521.40366813458,16425.818479066358,59.369292108151136,-1,24.494142705005896,75.5058572949941,Bullish,16782.4,22794.7
17619.1,17639.5,17355.9,17368.2,-1,Red,283.59999999999854,17387.497245262595,17391.174545578706,17437.91490813984,17515.39568114891,16435.195409622913,50.35346165121857,62.385321100920486,37.61467889907951,Neutral,2021-12-13,16782.4,18604.4,2021-12-13 05:30:00,17619.1,17639.5,17355.9,17368.2,17454.533333333336,Red,283.59999999999854,17387.497245262595,17391.174545578706,17437.91490813984,17515.39568114891,16435.195409622913,50.35346165121857,-1,62.385321100920486,37.61467889907951,Neutral,16782.4,22794.7
17283.2,17376.2,17225.8,17324.9,-1,Green,150.40000000000146,17366.631496841732,17382.89022738137,17427.151583555093,17507.925262280325,16444.048191616715,47.72202891196326,47.19411223550959,52.805887764490414,Neutral,2021-12-14,16782.4,18604.4,2021-12-14 05:30:00,17283.2,17376.2,17225.8,17324.9,17308.966666666667,Green,150.40000000000146,17366.631496841732,17382.89022738137,17427.151583555093,17507.925262280325,16444.048191616715,47.72202891196326,-1,47.19411223550959,52.805887764490414,Neutral,16782.4,22794.7
17323.7,17351.2,17192.2,17221.4,-1,Red,159.0,17318.22099789449,17362.703948958697,17407.556194645083,17496.688977485017,16451.783035481225,41.5010874157591,48.500881834214546,51.499118165785454,Neutral,2021-12-15,16782.4,18604.4,2021-12-15 05:30:00,17323.7,17351.2,17192.2,17221.4,17254.933333333334,Red,159.0,17318.22099789449,17362.703948958697,17407.556194645083,17496.688977485017,16451.783035481225,41.5010874157591,-1,48.500881834214546,51.499118165785454,Neutral,16782.4,22794.7
17373.0,17379.3,17184.9,17248.4,-1,Red,194.39999999999782,17294.94733192966,17348.41595533886,17392.398461821744,17486.952154838546,16459.70957244161,43.794695359599075,9.025787965615098,90.9742120343849,Bullish,2021-12-16,16782.4,18604.4,2021-12-16 05:30:00,17373.0,17379.3,17184.9,17248.4,17270.866666666665,Red,194.39999999999782,17294.94733192966,17348.41595533886,17392.398461821744,17486.952154838546,16459.70957244161,43.794695359599075,-1,9.025787965615098,90.9742120343849,Bullish,16782.4,22794.7
17276.0,17298.2,16966.4,16985.2,-1,Red,331.7999999999993,17191.69822128644,17303.013960921504,17353.61765593396,17467.27559974684,16464.93833291483,30.02427306286411,54.14634146341641,45.853658536583595,Neutral,2021-12-17,16782.4,18604.4,2021-12-17 05:30:00,17276.0,17298.2,16966.4,16985.2,17083.266666666666,Red,331.7999999999993,17191.69822128644,17303.013960921504,17353.61765593396,17467.27559974684,16464.93833291483,30.02427306286411,-1,54.14634146341641,45.853658536583595,Neutral,16782.4,22794.7
16824.2,16840.1,16410.2,16614.2,-1,Red,429.8999999999978,16999.19881419096,17216.91221580632,17283.19692679739,17433.82165465873,16466.423523632096,19.599916762689347,7.230559345155968,92.76944065484403,Bullish,2021-12-20,16410.2,18604.4,2021-12-20 05:30:00,16824.2,16840.1,16410.2,16614.2,16621.5,Red,429.8999999999978,16999.19881419096,17216.91221580632,17283.19692679739,17433.82165465873,16466.423523632096,19.599916762689347,-1,7.230559345155968,92.76944065484403,Bullish,16410.2,22794.7
16773.2,16936.4,16688.2,16770.8,-1,Red,248.20000000000073,16923.065876127308,17161.148188830528,17234.397219483355,17407.820805456424,16469.452145287498,31.62464886431688,66.39544344995981,33.60455655004019,Neutral,2021-12-21,16410.2,18604.4,2021-12-21 05:30:00,16773.2,16936.4,16688.2,16770.8,16798.46666666667,Red,248.20000000000073,16923.065876127308,17161.148188830528,17234.397219483355,17407.820805456424,16469.452145287498,31.62464886431688,-1,66.39544344995981,33.60455655004019,Neutral,16410.2,22794.7
16865.6,16971.0,16819.5,16955.4,-1,Green,151.5,16933.843917418206,17135.42966522671,17207.826055723035,17390.078813085584,16474.28744732444,43.56435389266274,25.28363047001504,74.71636952998496,Bullish,2021-12-22,16410.2,18604.4,2021-12-22 05:30:00,16865.6,16971.0,16819.5,16955.4,16915.3,Green,151.5,16933.843917418206,17135.42966522671,17207.826055723035,17390.078813085584,16474.28744732444,43.56435389266274,-1,25.28363047001504,74.71636952998496,Bullish,16410.2,22794.7
17066.8,17118.7,17015.6,17072.6,-1,Green,103.10000000000218,16980.09594494547,17127.57595707337,17194.94738374941,17377.628663552816,16480.240806057533,50.19080114853174,47.379239465571224,52.62076053442877,Neutral,2021-12-23,16410.2,18604.4,2021-12-23 05:30:00,17066.8,17118.7,17015.6,17072.6,17068.966666666667,Green,103.10000000000218,16980.09594494547,17127.57595707337,17194.94738374941,17377.628663552816,16480.240806057533,50.19080114853174,-1,47.379239465571224,52.62076053442877,Neutral,16410.2,22794.7
17149.5,17155.6,16909.6,17003.8,-1,Red,246.0,16987.997296630314,17112.1039624392,17176.742871011375,17362.96871596251,16485.450350275867,46.35655108263348,6.081754735791215,93.91824526420879,Bullish,2021-12-24,16410.2,18604.4,2021-12-24 05:30:00,17149.5,17155.6,16909.6,17003.8,17023.0,Red,246.0,16987.997296630314,17112.1039624392,17176.742871011375,17362.96871596251,16485.450350275867,46.35655108263348,-1,6.081754735791215,93.91824526420879,Bullish,16410.2,22794.7
16937.8,17112.1,16833.2,17086.2,-1,Green,278.8999999999978,17020.731531086876,17108.8659671343,17168.119740438862,17352.115040826724,16491.427958730834,51.66357287336406,19.846743295018037,80.15325670498197,Bullish,2021-12-27,16410.2,18604.4,2021-12-27 05:30:00,16937.8,17112.1,16833.2,17086.2,17010.5,Green,278.8999999999978,17020.731531086876,17108.8659671343,17168.119740438862,17352.115040826724,16491.427958730834,51.66357287336406,-1,19.846743295018037,80.15325670498197,Bullish,16410.2,22794.7
17177.6,17250.2,17161.2,17233.2,-1,Green,89.0,17091.554354057916,17124.407721242515,17174.317860397066,17347.451705892345,16498.808775061872,60.111549662490695,50.898203592817694,49.1017964071823,Neutral,2021-12-28,16410.2,18604.4,2021-12-28 05:30:00,17177.6,17250.2,17161.2,17233.2,17214.86666666667,Green,89.0,17091.554354057916,17124.407721242515,17174.317860397066,17347.451705892345,16498.808775061872,60.111549662490695,-1,50.898203592817694,49.1017964071823,Neutral,16410.2,22794.7
17220.1,17285.9,17176.7,17213.6,-1,Red,109.20000000000073,17132.23623603861,17135.5567560872,17178.059016549727,17342.202619386764,16505.92112555877,58.476322100392494,64.07010710808417,35.92989289191583,Neutral,2021-12-29,16410.2,18604.4,2021-12-29 05:30:00,17220.1,17285.9,17176.7,17213.6,17225.4,Red,109.20000000000073,17132.23623603861,17135.5567560872,17178.059016549727,17342.202619386764,16505.92112555877,58.476322100392494,-1,64.07010710808417,35.92989289191583,Neutral,16410.2,22794.7
17201.4,17264.1,17146.3,17203.9,-1,Green,117.79999999999927,17156.124157359074,17144.0996615763,17180.520062592608,17336.77898725395,16512.866188986045,57.54663434265685,52.21162185602556,47.78837814397444,Neutral,2021-12-30,16410.2,18604.4,2021-12-30 05:30:00,17201.4,17264.1,17146.3,17203.9,17204.766666666666,Green,117.79999999999927,17156.124157359074,17144.0996615763,17180.520062592608,17336.77898725395,16512.866188986045,57.54663434265685,-1,52.21162185602556,47.78837814397444,Neutral,16410.2,22794.7
17244.5,17400.8,17238.5,17354.1,-1,Green,162.29999999999927,17222.11610490605,17170.349703879263,17197.051485202835,17337.458242655757,16521.236674667776,67.22804869621997,88.61480075901343,11.38519924098656,Bearish,2021-12-31,16410.2,18604.4,2021-12-31 05:30:00,17244.5,17400.8,17238.5,17354.1,17331.133333333335,Green,162.29999999999927,17222.11610490605,17170.349703879263,17197.051485202835,17337.458242655757,16521.236674667776,67.22804869621997,-1,88.61480075901343,11.38519924098656,Bearish,16410.2,22794.7
17387.2,17646.7,17383.3,17625.7,1,Green,263.40000000000146,17356.64406993737,17227.268490894356,17237.875153278757,17348.76184098298,16532.22635949695,78.07666552441495,84.33734939758544,15.662650602414569,Bearish,2022-01-03,16410.2,17646.7,2022-01-03 05:30:00,17387.2,17646.7,17383.3,17625.7,17551.899999999998,Green,263.40000000000146,17356.64406993737,17227.268490894356,17237.875153278757,17348.76184098298,16532.22635949695,78.07666552441495,1,84.33734939758544,15.662650602414569,Bearish,16410.2,17646.7
17681.4,17827.6,17593.6,17805.2,1,Green,234.0,17506.162713291582,17299.509929532564,17291.906091061734,17366.66137663071,16544.892763880067,82.63547057919035,20.326678765878103,79.6733212341219,Bullish,2022-01-04,16410.2,17827.6,2022-01-04 05:30:00,17681.4,17827.6,17593.6,17805.2,17742.13333333333,Green,234.0,17506.162713291582,17299.509929532564,17291.906091061734,17366.66137663071,16544.892763880067,82.63547057919035,1,20.326678765878103,79.6733212341219,Bullish,16410.2,17827.6
17820.1,17944.7,17748.8,17925.2,1,Green,195.90000000000146,17645.841808861056,17377.721188340995,17352.2197966749,17388.564852056956,16558.62716423947,85.11804578982223,21.475770925110304,78.52422907488969,Bullish,2022-01-05,16410.2,17944.7,2022-01-05 05:30:00,17820.1,17944.7,17748.8,17925.2,17872.899999999998,Green,195.90000000000146,17645.841808861056,17377.721188340995,17352.2197966749,17388.564852056956,16558.62716423947,85.11804578982223,1,21.475770925110304,78.52422907488969,Bullish,16410.2,17944.7
17768.5,17797.9,17655.6,17745.9,1,Red,142.3000000000029,17679.194539240707,17423.74353979837,17389.71314937253,17402.57799511355,16570.44082429679,67.75069933102031,24.56140350877225,75.43859649122776,Bullish,2022-01-06,16410.2,17944.7,2022-01-06 05:30:00,17768.5,17797.9,17655.6,17745.9,17733.133333333335,Red,142.3000000000029,17679.194539240707,17423.74353979837,17389.71314937253,17402.57799511355,16570.44082429679,67.75069933102031,1,24.56140350877225,75.43859649122776,Bullish,16410.2,17944.7
17797.6,17905.0,17704.6,17812.7,1,Green,200.40000000000146,17723.696359493806,17472.363097323578,17429.99761133705,17418.661210991446,16582.801612114734,70.44655908933683,49.81111710739322,50.18888289260678,Neutral,2022-01-07,16410.2,17944.7,2022-01-07 05:30:00,17797.6,17905.0,17704.6,17812.7,17807.433333333334,Green,200.40000000000146,17723.696359493806,17472.363097323578,17429.99761133705,17418.661210991446,16582.801612114734,70.44655908933683,1,49.81111710739322,50.18888289260678,Neutral,16410.2,17944.7
17913.3,18017.4,17879.2,18003.3,1,Green,138.20000000000073,17816.897572995873,17538.73021015813,17484.59783882876,17441.588222325117,16596.935924432,77.02308331191523,29.25311203319911,70.7468879668009,Bullish,2022-01-10,16410.2,18017.4,2022-01-10 05:30:00,17913.3,18017.4,17879.2,18003.3,17966.633333333335,Green,138.20000000000073,17816.897572995873,17538.73021015813,17484.59783882876,17441.588222325117,16596.935924432,77.02308331191523,1,29.25311203319911,70.7468879668009,Bullish,16410.2,18017.4
17997.8,18081.2,17964.4,18055.8,1,Green,116.79999999999927,17896.531715330584,17603.363933888362,17538.998044654592,17465.674958704527,16611.45198488541,78.59733402166857,43.19727891156763,56.802721088432364,Neutral,2022-01-11,16410.2,18081.2,2022-01-11 05:30:00,17997.8,18081.2,17964.4,18055.8,18033.800000000003,Green,116.79999999999927,17896.531715330584,17603.363933888362,17538.998044654592,17465.674958704527,16611.45198488541,78.59733402166857,1,43.19727891156763,56.802721088432364,Neutral,16410.2,18081.2
18170.4,18227.9,18128.8,18212.3,1,Green,99.10000000000218,18001.78781022039,17679.480942152317,17603.122040401773,17494.95437208866,16627.380820856702,82.8102904796458,27.272727272729007,72.727272727271,Bullish,2022-01-12,16410.2,18227.9,2022-01-12 05:30:00,18170.4,18227.9,18128.8,18212.3,18189.666666666668,Green,99.10000000000218,18001.78781022039,17679.480942152317,17603.122040401773,17494.95437208866,16627.380820856702,82.8102904796458,1,27.272727272729007,72.727272727271,Bullish,16410.2,18227.9
18257.0,18272.2,18163.8,18257.8,1,Green,108.40000000000146,18087.125206813595,17751.770824383275,17665.47232226827,17524.869886908717,16643.60389726609,83.91492946725492,13.382899628253869,86.61710037174613,Bullish,2022-01-13,16410.2,18272.2,2022-01-13 05:30:00,18257.0,18272.2,18163.8,18257.8,18231.266666666666,Green,108.40000000000146,18087.125206813595,17751.770824383275,17665.47232226827,17524.869886908717,16643.60389726609,83.91492946725492,1,13.382899628253869,86.61710037174613,Bullish,16410.2,18272.2
18185.0,18286.9,18119.7,18255.8,1,Green,167.20000000000073,18143.35013787573,17814.774471335364,17721.69400586177,17553.533812912294,16659.6456495321,83.631450199537,32.26141078838352,67.73858921161649,Neutral,2022-01-14,16410.2,18286.9,2022-01-14 05:30:00,18185.0,18286.9,18119.7,18255.8,18220.800000000003,Green,167.20000000000073,18143.35013787573,17814.774471335364,17721.69400586177,17553.533812912294,16659.6456495321,83.631450199537,1,32.26141078838352,67.73858921161649,Neutral,16410.2,18286.9
18235.7,18321.6,18228.8,18308.1,1,Green,92.79999999999927,18198.26675858382,17876.440162418443,17777.542195779693,17583.12464377848,16676.048180382528,85.20032140281587,66.17647058823057,33.82352941176943,Neutral,2022-01-17,16410.2,18321.6,2022-01-17 05:30:00,18235.7,18321.6,18228.8,18308.1,18286.166666666664,Green,92.79999999999927,18198.26675858382,17876.440162418443,17777.542195779693,17583.12464377848,16676.048180382528,85.20032140281587,1,66.17647058823057,33.82352941176943,Neutral,16410.2,18321.6
18337.2,18350.9,18085.9,18113.1,1,Red,265.0,18169.87783905588,17906.02264211614,17809.500081895912,17603.907991081283,16690.3472034633,59.629180849049575,33.49633251834098,66.50366748165902,Neutral,2022-01-18,16410.2,18350.9,2022-01-18 05:30:00,18337.2,18350.9,18085.9,18113.1,18183.3,Red,265.0,18169.87783905588,17906.02264211614,17809.500081895912,17603.907991081283,16690.3472034633,59.629180849049575,1,33.49633251834098,66.50366748165902,Neutral,16410.2,18350.9
18129.2,18129.2,17884.9,17938.4,1,Red,244.29999999999927,18092.718559370587,17910.069811851623,17821.776264572494,17617.02532476437,16702.765639249737,45.082690264099824,0.0,100.0,Bullish,2022-01-19,16410.2,18350.9,2022-01-19 05:30:00,18129.2,18129.2,17884.9,17938.4,17984.166666666668,Red,244.29999999999927,18092.718559370587,17910.069811851623,17821.776264572494,17617.02532476437,16702.765639249737,45.082690264099824,1,0.0,100.0,Bullish,16410.2,18350.9
17921.0,17943.7,17648.4,17757.0,1,Red,295.2999999999993,17980.812372913726,17890.93608537017,17815.60709651797,17622.51452771479,16713.255533386557,34.57351664904161,17.288651942117937,82.71134805788206,Bullish,2022-01-20,16410.2,18350.9,2022-01-20 05:30:00,17921.0,17943.7,17648.4,17757.0,17783.033333333336,Red,295.2999999999993,17980.812372913726,17890.93608537017,17815.60709651797,17622.51452771479,16713.255533386557,34.57351664904161,1,17.288651942117937,82.71134805788206,Bullish,16410.2,18350.9
17613.7,17707.6,17485.8,17617.2,1,Green,221.79999999999927,17859.60824860915,17856.7190746989,17796.71118256388,17622.30611486323,16722.25000569117,28.44197563828962,41.41090242785072,58.589097572149285,Neutral,2022-01-21,16410.2,18350.9,2022-01-21 05:30:00,17613.7,17707.6,17485.8,17617.2,17603.53333333333,Green,221.79999999999927,17859.60824860915,17856.7190746989,17796.71118256388,17622.30611486323,16722.25000569117,28.44197563828962,1,41.41090242785072,58.589097572149285,Neutral,16410.2,18350.9
17575.2,17599.4,16997.8,17149.1,-1,Red,601.6000000000022,17622.772165739436,17768.26669036154,17735.033927081604,17603.749012319575,16726.497269316136,16.607594860945568,13.789173789174203,86.2108262108258,Bullish,2022-01-24,16997.8,18350.9,2022-01-24 05:30:00,17575.2,17599.4,16997.8,17149.1,17248.766666666666,Red,601.6000000000022,17622.772165739436,17768.26669036154,17735.033927081604,17603.749012319575,16726.497269316136,16.607594860945568,-1,13.789173789174203,86.2108262108258,Bullish,16997.8,18350.9
17001.6,17309.2,16836.8,17277.9,-1,Green,472.40000000000146,17507.814777159627,17706.970854066345,17691.49736259764,17590.970619679592,16731.983863651298,26.680683475451232,15.961244263130803,84.03875573686919,Bullish,2022-01-25,16836.8,18350.9,2022-01-25 05:30:00,17001.6,17309.2,16836.8,17277.9,17141.3,Green,472.40000000000146,17507.814777159627,17706.970854066345,17691.49736259764,17590.970619679592,16731.983863651298,26.680683475451232,-1,15.961244263130803,84.03875573686919,Bullish,16836.8,18350.9
17062.0,17182.5,16866.8,17110.2,-1,Green,315.7000000000007,17375.276518106417,17632.374497308054,17636.135709016915,17572.116869888236,16735.74720829158,22.444748014633277,27.0280373831773,72.97196261682271,Bullish,2022-01-27,16836.8,18350.9,2022-01-27 05:30:00,17062.0,17182.5,16866.8,17110.2,17053.166666666668,Green,315.7000000000007,17375.276518106417,17632.374497308054,17636.135709016915,17572.116869888236,16735.74720829158,22.444748014633277,-1,27.0280373831773,72.97196261682271,Bullish,16836.8,18350.9
17208.3,17373.5,17077.1,17101.9,-1,Red,296.40000000000146,17284.151012070946,17566.065185144547,17585.256117681973,17553.676992637716,16739.390519651864,22.235087091072558,86.94736842105135,13.05263157894865,Bearish,2022-01-28,16836.8,18350.9,2022-01-28 05:30:00,17208.3,17373.5,17077.1,17101.9,17184.166666666668,Red,296.40000000000146,17284.151012070946,17566.065185144547,17585.256117681973,17553.676992637716,16739.390519651864,22.235087091072558,-1,86.94736842105135,13.05263157894865,Bearish,16836.8,18350.9
17301.1,17410.0,17264.2,17339.8,-1,Green,145.79999999999927,17302.700674713964,17537.782037001478,17561.879344569403,17545.2896595931,16745.36474333692,41.14480859338535,65.54621848739653,34.45378151260347,Neutral,2022-01-31,16836.8,18350.9,2022-01-31 05:30:00,17301.1,17410.0,17264.2,17339.8,17338.0,Green,145.79999999999927,17302.700674713964,17537.782037001478,17561.879344569403,17545.2896595931,16745.36474333692,41.14480859338535,-1,65.54621848739653,34.45378151260347,Neutral,16836.8,18350.9
17529.4,17622.4,17244.6,17576.8,-1,Green,377.8000000000029,17394.067116475977,17542.65928237629,17563.300359372315,17546.5253592169,16753.63773096541,54.40036493024825,13.801452784504079,86.19854721549592,Bullish,2022-02-01,16836.8,18350.9,2022-02-01 05:30:00,17529.4,17622.4,17244.6,17576.8,17481.266666666666,Green,377.8000000000029,17394.067116475977,17542.65928237629,17563.300359372315,17546.5253592169,16753.63773096541,54.40036493024825,-1,13.801452784504079,86.19854721549592,Bullish,16836.8,18350.9
17706.2,17794.6,17674.8,17780.0,-1,Green,119.79999999999927,17522.711410983986,17572.326872079255,17583.938420384475,17555.681227482903,16763.850290856302,62.978995815458184,31.739130434779444,68.26086956522055,Neutral,2022-02-02,16836.8,18350.9,2022-02-02 05:30:00,17706.2,17794.6,17674.8,17780.0,17749.8,Green,119.79999999999927,17522.711410983986,17572.326872079255,17583.938420384475,17555.681227482903,16763.850290856302,62.978995815458184,-1,31.739130434779444,68.26086956522055,Neutral,16836.8,18350.9
